No,Category,A,B,C,D,E,F,F,F,F,F,F,F,F,F,F,G,G,G,G,G,G,G,G,G,G,H,H,H,H,H,H,H,H,H,H,I,I,I,I,I,I,I,I,I,I,J,J,J,J,J,J,J,J,J,J
52,Glass,-1.249565172,0.003522968,-0.743868824,-0.718234353,1.063957131,0.993667,0.00333333,0.001,0.001,0.000333333,0,0,0.000333333,0,0.000333333,0.144333,0.248667,0.233333,0.099,0.054,0.0473333,0.0393333,0.0326667,0.0543333,0.047,0.227,0.243333,0.173333,0.133,0.09,0.062,0.04,0.0176667,0.00933333,0.00433333,0.0996667,0.281333,0.252,0.176,0.0983333,0.0443333,0.0253333,0.0126667,0.00766667,0.00266667,0.00833333,0.027,0.0973333,0.221,0.144667,0.0756667,0.256333,0.119,0.0376667,0.013
53,Glass,-1.168164676,0.387907712,-0.732411351,-0.713763109,1.433379367,0.946333,0.0433333,0.00666667,0.002,0.000333333,0,0,0.000666667,0.000333333,0.000333333,0.103667,0.206333,0.181,0.096,0.0703333,0.067,0.0546667,0.059,0.0926667,0.0693333,0.170667,0.209,0.141333,0.124,0.128333,0.0903333,0.0603333,0.035,0.0246667,0.0163333,0.0706667,0.231,0.23,0.188,0.127667,0.069,0.0393333,0.029,0.0136667,0.00166667,0.00566667,0.0356667,0.0973333,0.231333,0.135667,0.112,0.23,0.112,0.037,0.00333333
54,Glass,-0.598526213,1.439492849,-0.650087421,3.112727228,-0.151038766,0.965667,0.0266667,0.004,0.00266667,0.000333333,0.000333333,0,0,0,0.000333333,0.111333,0.19,0.21,0.219333,0.0706667,0.038,0.0333333,0.037,0.046,0.0443333,0.098,0.151,0.129333,0.127667,0.0993333,0.0973333,0.116667,0.101667,0.056,0.023,0.0693333,0.181,0.186667,0.164333,0.136,0.0966667,0.0696667,0.0453333,0.034,0.017,0.016,0.0713333,0.135333,0.189667,0.0883333,0.111667,0.179333,0.132667,0.0613333,0.0143333
55,Glass,-1.099714392,0.435060467,-0.721848511,-0.696133634,0.462905831,0.960667,0.0276667,0.00533333,0.004,0.00133333,0,0,0,0.000333333,0.000666667,0.134333,0.235667,0.217667,0.119333,0.0483333,0.0543333,0.0443333,0.0483333,0.061,0.0366667,0.135,0.193,0.142333,0.122667,0.0936667,0.111333,0.0796667,0.0596667,0.0416667,0.021,0.100333,0.240667,0.237,0.166,0.104,0.0606667,0.0356667,0.0283333,0.018,0.00933333,0.008,0.0413333,0.112,0.191667,0.153333,0.110333,0.190667,0.132,0.0486667,0.012
56,Glass,-0.409712451,2.567164011,-0.638525933,1.295613799,-0.074991073,0.978667,0.014,0.00433333,0.001,0.000666667,0.000666667,0.000333333,0,0,0.000333333,0.0923333,0.137333,0.123,0.230667,0.174,0.0973333,0.04,0.038,0.043,0.0243333,0.0633333,0.109667,0.124333,0.109667,0.102667,0.110667,0.126,0.139333,0.0886667,0.0256667,0.0423333,0.153667,0.164,0.144333,0.148333,0.122667,0.107,0.0653333,0.0373333,0.015,0.007,0.054,0.128333,0.16,0.123333,0.0633333,0.17,0.169,0.0966667,0.0283333
57,Glass,-0.590849239,1.440992644,-0.648725968,3.179795884,-0.152713975,0.991333,0.00633333,0.001,0.000666667,0,0,0.000333333,0,0,0.000333333,0.1,0.199333,0.196333,0.234667,0.068,0.0376667,0.0333333,0.0326667,0.0496667,0.0483333,0.0906667,0.151,0.139667,0.130667,0.0976667,0.0993333,0.101333,0.111,0.055,0.0236667,0.0723333,0.183,0.176,0.156333,0.116667,0.102333,0.0743333,0.053,0.043,0.023,0.018,0.0746667,0.147,0.179667,0.0903333,0.119333,0.164667,0.140333,0.055,0.011
59,Glass,-1.101007541,0.207333709,-0.715057631,-0.729476337,0.782952987,0.95,0.0393333,0.00633333,0.00166667,0.000333333,0.00166667,0.000333333,0,0,0.000333333,0.093,0.223333,0.191667,0.123667,0.0633333,0.0533333,0.051,0.0543333,0.0736667,0.0726667,0.131667,0.19,0.152,0.132,0.121667,0.102,0.0696667,0.055,0.032,0.014,0.0796667,0.183333,0.202,0.184333,0.141667,0.0843333,0.044,0.036,0.0263333,0.0183333,0.016,0.042,0.134667,0.215333,0.092,0.0906667,0.204,0.143,0.05,0.0123333
60,Glass,-1.17917692,0.111629286,-0.730464993,-0.707503368,1.303681423,0.972667,0.0193333,0.00533333,0.000666667,0.000666667,0.000333333,0.000333333,0,0.000333333,0.000333333,0.0813333,0.221667,0.176667,0.102667,0.067,0.0606667,0.0626667,0.0636667,0.089,0.0746667,0.172333,0.2,0.159667,0.136667,0.119333,0.082,0.0566667,0.03,0.0293333,0.014,0.0683333,0.211,0.240333,0.192333,0.123,0.0696667,0.048,0.0313333,0.0126667,0.00333333,0.0133333,0.0466667,0.118,0.235,0.0903333,0.107333,0.215667,0.117333,0.0466667,0.00966667
61,Airplane,-0.819254417,-0.131189582,-0.614545013,-0.725899342,0.596109125,0.981,0.015,0.00233333,0.000333333,0,0,0.000666667,0.000333333,0,0.000333333,0.039,0.121333,0.148333,0.140333,0.159,0.147667,0.0653333,0.06,0.0583333,0.0606667,0.0866667,0.168,0.194667,0.192333,0.165667,0.108667,0.0426667,0.021,0.0146667,0.00566667,0.0463333,0.159333,0.242,0.201,0.150333,0.091,0.057,0.0343333,0.015,0.00366667,0.006,0.047,0.156667,0.233,0.06,0.105,0.233667,0.125,0.0293333,0.00433333
62,Airplane,-0.764305543,-0.426156937,-0.572113587,-0.724494094,0.293230436,0.977,0.018,0.002,0.001,0.001,0.000666667,0,0,0,0.000333333,0.124333,0.111,0.135333,0.108,0.123333,0.108,0.088,0.0876667,0.063,0.0513333,0.068,0.154,0.181333,0.191,0.150667,0.126667,0.065,0.0316667,0.025,0.00666667,0.0416667,0.147,0.254,0.235333,0.149667,0.0846667,0.052,0.024,0.01,0.00166667,0.00966667,0.055,0.181,0.209,0.0576667,0.0676667,0.206667,0.162333,0.043,0.008
63,Airplane,-0.76390414,-0.360496842,-0.586858389,-0.729220837,0.265860626,0.948667,0.04,0.00766667,0.00166667,0.001,0,0.000666667,0,0,0.000333333,0.128,0.113333,0.147667,0.110333,0.109667,0.098,0.100333,0.117333,0.0476667,0.0276667,0.075,0.168,0.171333,0.179,0.171333,0.135333,0.0603333,0.0263333,0.0113333,0.002,0.0373333,0.155,0.244333,0.219333,0.152667,0.0843333,0.0533333,0.0326667,0.0166667,0.00433333,0.011,0.0603333,0.184,0.196,0.045,0.0873333,0.236333,0.137,0.0383333,0.00466667
64,Airplane,-0.623539572,-0.195499188,-0.552701657,-0.679015158,0.68432871,0.989667,0.00766667,0.00166667,0,0.000333333,0.000333333,0,0,0,0.000333333,0.087,0.104667,0.127,0.147667,0.121667,0.106,0.0936667,0.127667,0.0616667,0.023,0.0643333,0.139667,0.176,0.156333,0.169333,0.143333,0.0816667,0.041,0.0196667,0.00866667,0.042,0.157667,0.234667,0.217,0.146333,0.103,0.0556667,0.0293333,0.0123333,0.002,0.00733333,0.0413333,0.152667,0.219,0.0836667,0.034,0.178667,0.199,0.0726667,0.0116667
65,Airplane,-0.667480883,-0.05059072,-0.599777769,-0.729731836,0.898794148,0.997667,0.00166667,0,0.000333333,0,0,0,0,0,0.000333333,0.0526667,0.125,0.138667,0.118,0.131667,0.158,0.144333,0.074,0.042,0.0156667,0.071,0.132,0.143667,0.186667,0.197,0.125667,0.0773333,0.0406667,0.0206667,0.00533333,0.0533333,0.18,0.254667,0.196333,0.133,0.086,0.054,0.031,0.009,0.00266667,0.0106667,0.0633333,0.177667,0.199667,0.036,0.0986667,0.234,0.142,0.0346667,0.00333333
66,Airplane,-0.530366156,0.639671547,-0.59692805,-0.63545247,2.159959957,0.994,0.00366667,0.000666667,0.000333333,0.000333333,0,0,0,0.000333333,0.000666667,0.0453333,0.0933333,0.131,0.164,0.167333,0.156667,0.147333,0.063,0.018,0.014,0.0756667,0.140333,0.159333,0.177,0.17,0.138333,0.0823333,0.037,0.0166667,0.00333333,0.0373333,0.162667,0.221333,0.190667,0.142333,0.108333,0.083,0.0416667,0.008,0.00466667,0.0146667,0.0786667,0.203667,0.181333,0.0313333,0.117,0.219333,0.124667,0.027,0.00233333
67,Airplane,-0.488386217,-0.066624406,-0.526954446,-0.516772888,0.765629587,0.947,0.039,0.00733333,0.004,0.00133333,0.000333333,0.000666667,0,0,0.000333333,0.0846667,0.0786667,0.116667,0.144,0.123,0.137333,0.134333,0.111333,0.0426667,0.0273333,0.0636667,0.137,0.161333,0.168667,0.181,0.147,0.0726667,0.0406667,0.0203333,0.00766667,0.0356667,0.137,0.216667,0.215333,0.152,0.109,0.0803333,0.0356667,0.0143333,0.004,0.00166667,0.031,0.146667,0.231333,0.089,0.0543333,0.238,0.168333,0.035,0.00466667
68,Airplane,-0.751838652,0.110512846,-0.627481847,-0.654870442,0.767251537,0.967,0.0243333,0.00466667,0.00233333,0.000666667,0,0.000333333,0.000333333,0,0.000333333,0.0806667,0.0766667,0.138333,0.191333,0.171667,0.139,0.0676667,0.064,0.042,0.0286667,0.0806667,0.147667,0.159667,0.199,0.174667,0.117333,0.0716667,0.037,0.0113333,0.001,0.061,0.224,0.233,0.189,0.128333,0.0973333,0.038,0.0166667,0.0106667,0.002,0.00433333,0.034,0.192333,0.227,0.039,0.235333,0.221333,0.0423333,0.00366667,0.000666667
69,Airplane,-0.670078884,0.010941238,-0.586732646,-0.728837588,0.908225669,0.922333,0.0576667,0.011,0.004,0.002,0.002,0,0.000333333,0.000333333,0.000333333,0.0906667,0.109333,0.117,0.124,0.104667,0.122333,0.121667,0.115,0.05,0.0453333,0.073,0.154,0.159333,0.153,0.171667,0.144,0.087,0.0413333,0.0123333,0.00433333,0.039,0.186667,0.277,0.202333,0.130667,0.078,0.043,0.027,0.013,0.00333333,0.016,0.0613333,0.176,0.182333,0.0376667,0.0833333,0.24,0.153,0.046,0.00433333
70,Airplane,-0.796500851,0.498912737,-0.64970823,-0.699327379,2.816472283,0.939,0.0433333,0.00966667,0.005,0.000666667,0.000666667,0,0.000666667,0.000666667,0.000333333,0.07,0.0903333,0.102,0.154667,0.151667,0.172667,0.073,0.0616667,0.0583333,0.0656667,0.0886667,0.158333,0.175667,0.212,0.182333,0.105333,0.0383333,0.02,0.0136667,0.00566667,0.0283333,0.133333,0.219333,0.188333,0.155,0.110667,0.0766667,0.0576667,0.0266667,0.004,0.00333333,0.0326667,0.130333,0.221333,0.100333,0.0433333,0.209667,0.197667,0.0513333,0.01
71,Airplane,-0.748628601,-0.092168004,-0.610714634,-0.728837588,0.496763443,0.977667,0.0176667,0.00266667,0.001,0,0.000333333,0,0.000333333,0,0.000333333,0.088,0.0843333,0.113333,0.123,0.116667,0.150333,0.159667,0.092,0.037,0.0356667,0.0776667,0.158667,0.171333,0.190667,0.186667,0.134667,0.0513333,0.0226667,0.00433333,0.002,0.0426667,0.151,0.219,0.210333,0.143667,0.089,0.069,0.046,0.0213333,0.008,0.00466667,0.027,0.127667,0.221,0.105333,0.0273333,0.195333,0.202333,0.0726667,0.0166667
72,Airplane,-0.825555153,0.059143178,-0.642619554,-0.728582088,1.199958895,0.988333,0.00833333,0.00133333,0.001,0.000333333,0,0.000333333,0,0,0.000333333,0.0923333,0.082,0.127667,0.102333,0.141,0.182,0.135333,0.0616667,0.041,0.0346667,0.073,0.143,0.166333,0.185333,0.190667,0.145,0.0613333,0.0236667,0.00766667,0.004,0.0223333,0.12,0.215667,0.199,0.158,0.106667,0.0793333,0.0553333,0.0333333,0.0103333,0.0103333,0.0746667,0.189333,0.179667,0.0363333,0.0673333,0.213333,0.164667,0.0516667,0.0126667
73,Airplane,-0.834755819,-0.01684869,-0.645115196,-0.726793591,1.104239604,0.996,0.00266667,0.000666667,0.000333333,0,0,0,0,0,0.000333333,0.0686667,0.0973333,0.141667,0.112,0.124333,0.163,0.130333,0.0736667,0.049,0.04,0.074,0.139667,0.151667,0.198667,0.179333,0.132667,0.0706667,0.0366667,0.011,0.00566667,0.0423333,0.202,0.243667,0.199,0.125,0.0936667,0.06,0.0236667,0.00933333,0.00133333,0.00266667,0.0226667,0.121667,0.241,0.115333,0.0536667,0.230333,0.163,0.0453333,0.00433333
74,Airplane,-0.835230948,-0.202581181,-0.623305761,-0.729731836,1.102748378,0.985667,0.0106667,0.002,0.000666667,0.000666667,0,0,0,0,0.000333333,0.0983333,0.121667,0.144,0.152333,0.177333,0.106333,0.0743333,0.0536667,0.0356667,0.0363333,0.0846667,0.163333,0.19,0.225,0.167,0.0986667,0.0463333,0.015,0.009,0.001,0.0336667,0.146333,0.245667,0.238667,0.132,0.103333,0.063,0.0243333,0.0116667,0.00133333,0.002,0.0366667,0.153667,0.21,0.0833333,0.0333333,0.211667,0.193333,0.0683333,0.00766667
75,Airplane,-0.39758611,0.158647531,-0.525570551,-0.601598768,0.839285508,0.944333,0.0406667,0.00866667,0.00266667,0.00133333,0.00166667,0,0,0,0.000666667,0.0726667,0.082,0.0933333,0.158,0.135667,0.148,0.159,0.095,0.0406667,0.0156667,0.0636667,0.125667,0.141667,0.177333,0.169,0.144333,0.089,0.0563333,0.0256667,0.00733333,0.0396667,0.150333,0.223333,0.2,0.158,0.109667,0.0733333,0.032,0.0103333,0.00333333,0.0136667,0.0743333,0.171,0.192333,0.0463333,0.0346667,0.187333,0.189,0.078,0.0133333
76,Airplane,-0.707692543,-0.326499242,-0.564862833,-0.62829848,0.983915081,0.972667,0.0203333,0.00566667,0.000333333,0.000333333,0.000333333,0,0,0,0.000333333,0.093,0.0996667,0.123,0.146667,0.114,0.1,0.104,0.131,0.0646667,0.024,0.0746667,0.173667,0.177667,0.161,0.161333,0.120667,0.064,0.0353333,0.0206667,0.011,0.029,0.134667,0.218,0.248333,0.174667,0.0976667,0.055,0.03,0.0103333,0.00233333,0.01,0.0643333,0.175,0.190667,0.06,0.0356667,0.152,0.204333,0.0916667,0.0163333
77,Airplane,-0.648524844,-0.065972028,-0.591835602,-0.563657071,0.904095748,0.996667,0.003,0,0,0,0,0,0,0,0.000333333,0.097,0.1,0.131,0.145,0.0883333,0.11,0.137667,0.113667,0.062,0.0153333,0.0733333,0.140333,0.145667,0.174,0.194333,0.143,0.0666667,0.0353333,0.0223333,0.005,0.0373333,0.194667,0.252667,0.215,0.131,0.0853333,0.0563333,0.0206667,0.006,0.001,0.00566667,0.0386667,0.140667,0.223333,0.093,0.029,0.195,0.195333,0.0686667,0.0106667
78,Airplane,-0.595043488,0.20011048,-0.597727396,-0.508724649,1.009774299,0.925333,0.0563333,0.007,0.00366667,0.003,0.001,0.001,0.00166667,0,0.001,0.0613333,0.056,0.0703333,0.085,0.122,0.132,0.148,0.158333,0.123,0.044,0.0596667,0.118333,0.149667,0.133333,0.149333,0.147333,0.133,0.068,0.032,0.00933333,0.038,0.154,0.203667,0.188333,0.159,0.114333,0.0743333,0.0446667,0.018,0.00566667,0.00766667,0.0373333,0.172333,0.229,0.0486667,0.124667,0.257,0.102667,0.016,0.00466667
79,Airplane,-0.480051552,0.255320431,-0.560419053,0.744117829,0.24310006,0.996667,0.003,0,0,0,0,0,0,0,0.000333333,0.058,0.0683333,0.0893333,0.122333,0.148,0.175,0.158,0.0933333,0.0546667,0.033,0.072,0.121333,0.154333,0.193667,0.198667,0.135667,0.0763333,0.034,0.0106667,0.00333333,0.037,0.131667,0.191667,0.174667,0.173,0.122333,0.083,0.0576667,0.024,0.005,0.005,0.0166667,0.0946667,0.244667,0.127,0.045,0.221,0.189333,0.0463333,0.0103333
80,Airplane,-0.481022876,0.265549977,-0.561437827,0.112011723,0.348517163,0.95,0.0376667,0.00866667,0.001,0.001,0.000333333,0.000666667,0,0,0.000666667,0.0496667,0.065,0.0826667,0.121333,0.158,0.189667,0.140667,0.0983333,0.061,0.0336667,0.0713333,0.126333,0.150333,0.180333,0.188333,0.148667,0.0816667,0.0393333,0.0106667,0.003,0.032,0.148333,0.212333,0.194,0.158333,0.116333,0.0813333,0.039,0.016,0.00233333,0.00866667,0.038,0.174333,0.221667,0.0533333,0.0976667,0.244667,0.133333,0.024,0.00433333
81,Ant,-0.634451172,-0.213584163,-0.535719113,-0.629064979,-0.416792701,0.967667,0.0226667,0.00633333,0.00133333,0.000666667,0.000333333,0.000666667,0,0,0.000333333,0.0333333,0.118,0.148333,0.155,0.167667,0.143,0.110333,0.073,0.0286667,0.0226667,0.0606667,0.156667,0.212,0.214,0.144333,0.0963333,0.06,0.0346667,0.0153333,0.006,0.0266667,0.088,0.158,0.192667,0.196667,0.16,0.105,0.0486667,0.019,0.00533333,0.013,0.0853333,0.175,0.18,0.0426667,0.049,0.19,0.183,0.0686667,0.0133333
82,Ant,-0.409553294,-0.234390964,-0.437375309,-0.470527453,-0.494313707,0.998,0.00166667,0,0,0,0,0,0,0,0.000333333,0.0126667,0.066,0.138,0.107,0.126333,0.160333,0.136667,0.138,0.102,0.013,0.038,0.141333,0.191667,0.181,0.168333,0.128333,0.0733333,0.0466667,0.0253333,0.006,0.0153333,0.0886667,0.161,0.214667,0.202,0.156,0.0946667,0.0493333,0.014,0.00433333,0.0103333,0.0693333,0.191667,0.19,0.035,0.0966667,0.223667,0.145,0.0336667,0.00466667
83,Ant,-0.645495014,-0.256838124,-0.531962827,-0.668284173,-0.177396673,0.998667,0.001,0,0,0,0,0,0,0,0.000333333,0.038,0.0976667,0.107333,0.119333,0.166333,0.164667,0.125667,0.087,0.0593333,0.0346667,0.0506667,0.175,0.201,0.189,0.16,0.102,0.067,0.0373333,0.0136667,0.00433333,0.0266667,0.105333,0.188,0.22,0.198333,0.132333,0.0753333,0.0346667,0.0133333,0.006,0.00533333,0.039,0.169333,0.214333,0.068,0.047,0.218667,0.172333,0.0573333,0.00866667
84,Ant,-0.535562156,-0.106305087,-0.519156902,-0.270471236,-0.530836644,0.995333,0.00266667,0.00133333,0,0,0.000333333,0,0,0,0.000333333,0.0183333,0.120333,0.098,0.121333,0.158,0.165,0.139667,0.0906667,0.0606667,0.028,0.043,0.157333,0.180333,0.189667,0.162667,0.112,0.0713333,0.0506667,0.0216667,0.0113333,0.0323333,0.128667,0.210333,0.232667,0.184333,0.117667,0.0603333,0.0246667,0.008,0.001,0.007,0.0443333,0.159667,0.213667,0.069,0.0406667,0.199667,0.184,0.0683333,0.0136667
85,Ant,-0.430628693,-0.157116536,-0.460846308,-0.061472532,0.188200665,0.933667,0.048,0.00866667,0.00466667,0.00233333,0.001,0.000666667,0.000333333,0.000333333,0.000333333,0.0183333,0.096,0.116,0.134333,0.154,0.166,0.113,0.103333,0.0576667,0.0413333,0.0486667,0.166333,0.204,0.197333,0.146,0.104333,0.0663333,0.0366667,0.026,0.00433333,0.0246667,0.122333,0.211,0.235333,0.184667,0.122333,0.0643333,0.0233333,0.0103333,0.00166667,0.00233333,0.0293333,0.144667,0.226333,0.079,0.0296667,0.207333,0.209333,0.0666667,0.00533333
86,Ant,-0.563913126,-0.326250397,-0.467194057,-0.592400781,-0.421532186,0.998333,0.000666667,0.000333333,0,0.000333333,0,0,0,0,0.000333333,0.0173333,0.115667,0.126,0.143667,0.15,0.144667,0.101333,0.113,0.0676667,0.0206667,0.0596667,0.157333,0.204333,0.189333,0.139333,0.108333,0.069,0.0416667,0.023,0.008,0.0243333,0.1,0.189333,0.235,0.189667,0.146333,0.0696667,0.0326667,0.0116667,0.00133333,0.009,0.057,0.179333,0.222333,0.0313333,0.095,0.237667,0.137,0.03,0.00133333
87,Ant,-0.484758379,-0.328851835,-0.465329272,-0.299470445,-0.382637812,0.969,0.0246667,0.00366667,0.000666667,0.000666667,0,0.001,0,0,0.000333333,0.0646667,0.0763333,0.112667,0.115667,0.128333,0.146667,0.126667,0.110333,0.0873333,0.0313333,0.0536667,0.146667,0.175333,0.179667,0.173667,0.113333,0.0743333,0.0436667,0.03,0.00966667,0.0246667,0.0836667,0.181,0.222333,0.195667,0.146333,0.08,0.044,0.0203333,0.002,0.00866667,0.057,0.164333,0.216667,0.0563333,0.085,0.225,0.144667,0.0356667,0.00666667
88,Ant,-0.384799736,-0.204901492,-0.46771235,-0.380080581,-0.494940216,0.993667,0.00533333,0.000333333,0.000333333,0,0,0,0,0,0.000333333,0.037,0.0883333,0.0966667,0.0996667,0.118333,0.131,0.144333,0.165,0.0783333,0.0413333,0.0433333,0.123667,0.164667,0.171333,0.177333,0.137333,0.0953333,0.0516667,0.0266667,0.00866667,0.0243333,0.109667,0.201667,0.209667,0.193333,0.130333,0.0703333,0.0383333,0.0183333,0.004,0.00166667,0.0183333,0.0926667,0.251,0.143667,0.049,0.227,0.172667,0.037,0.007
89,Ant,-0.501750705,0.042732862,-0.51305316,-0.602620766,-0.186421496,0.960667,0.0296667,0.00533333,0.00166667,0.001,0.000333333,0.000333333,0,0.000333333,0.000666667,0.0146667,0.0813333,0.158,0.136333,0.161333,0.165,0.140667,0.06,0.0536667,0.029,0.0433333,0.145667,0.217667,0.211,0.156667,0.107667,0.0686667,0.0316667,0.0126667,0.005,0.0283333,0.0923333,0.17,0.219667,0.195667,0.137,0.088,0.0513333,0.0136667,0.004,0.003,0.0433333,0.161333,0.221333,0.071,0.0293333,0.181,0.196667,0.0816667,0.0113333
90,Ant,-0.427147139,-0.184159929,-0.457693806,-0.47985319,-0.521021665,0.979667,0.015,0.00266667,0.00133333,0.000333333,0.000333333,0,0.000333333,0,0.000333333,0.0506667,0.0816667,0.0906667,0.133,0.136,0.157,0.147,0.0936667,0.0746667,0.0356667,0.0406667,0.134667,0.175,0.185333,0.176333,0.134,0.0776667,0.0456667,0.0226667,0.008,0.031,0.115,0.208333,0.226,0.171333,0.125667,0.069,0.0396667,0.0123333,0.00166667,0.00433333,0.0173333,0.109333,0.237667,0.139667,0.0236667,0.190667,0.197333,0.0646667,0.0153333
91,Ant,-0.335411986,-0.245638083,-0.407520941,-0.400776052,-0.501941232,0.93,0.0493333,0.00933333,0.00433333,0.00266667,0.001,0.000666667,0.000666667,0.001,0.001,0.038,0.081,0.0946667,0.117333,0.127667,0.133667,0.168667,0.134333,0.0656667,0.039,0.0403333,0.121333,0.169667,0.173,0.153333,0.116333,0.102,0.0706667,0.0403333,0.013,0.0356667,0.111333,0.201333,0.211667,0.197333,0.127,0.0693333,0.033,0.012,0.00133333,0.00733333,0.0423333,0.176,0.215,0.0496667,0.0776667,0.238333,0.152,0.0356667,0.006
92,Ant,-0.707316887,-0.301172878,-0.545459809,-0.575793304,-0.128723632,0.997667,0.00133333,0.000666667,0,0,0,0,0,0,0.000333333,0.0243333,0.069,0.109,0.144,0.162667,0.139,0.131667,0.0956667,0.079,0.0456667,0.062,0.178667,0.197667,0.170667,0.131667,0.104333,0.0716667,0.0486667,0.0236667,0.011,0.017,0.0956667,0.173667,0.233333,0.203333,0.144667,0.083,0.035,0.012,0.00233333,0.00733333,0.0456667,0.181333,0.224,0.0456667,0.0856667,0.244667,0.139333,0.024,0.00233333
93,Ant,-0.441727538,-0.321779931,-0.449675409,-0.519327884,-0.293141001,0.949667,0.0353333,0.008,0.00233333,0.00166667,0.000333333,0.000666667,0.001,0.000333333,0.000666667,0.0196667,0.0783333,0.096,0.114333,0.122667,0.124667,0.128667,0.150333,0.113,0.0523333,0.0396667,0.125,0.158,0.170333,0.158,0.149667,0.0876667,0.0666667,0.0356667,0.00933333,0.0293333,0.111333,0.184333,0.220667,0.186,0.139333,0.0733333,0.037,0.014,0.00466667,0.013,0.077,0.221,0.181333,0.019,0.185,0.209,0.08,0.0133333,0.00133333
94,Ant,-0.602004256,0.086011707,-0.584043223,-0.725643842,0.172547632,0.981667,0.0126667,0.00266667,0.000333333,0.00133333,0.000333333,0.000333333,0.000333333,0,0.000333333,0.0393333,0.116,0.110333,0.131667,0.151333,0.140333,0.13,0.115333,0.0406667,0.025,0.0563333,0.150667,0.172,0.184333,0.175667,0.125667,0.077,0.0416667,0.0126667,0.004,0.0293333,0.144667,0.223667,0.228,0.164,0.107333,0.0623333,0.026,0.0113333,0.00333333,0.00333333,0.0393333,0.172333,0.242333,0.0486667,0.110667,0.246667,0.117333,0.016,0.00333333
95,Ant,-0.563221496,-0.314230513,-0.486449252,-0.510768646,0.200992287,0.983,0.0136667,0.00266667,0,0,0.000333333,0,0,0,0.000333333,0.0186667,0.0933333,0.106667,0.134667,0.14,0.16,0.140333,0.112667,0.0566667,0.037,0.044,0.145667,0.198,0.183333,0.150667,0.122,0.0753333,0.052,0.0216667,0.00733333,0.0306667,0.13,0.219333,0.227,0.182667,0.116667,0.0573333,0.0246667,0.00833333,0.00333333,0.00633333,0.0486667,0.16,0.206333,0.077,0.0236667,0.166333,0.206667,0.0903333,0.0146667
96,Ant,-0.481781211,0.059492906,-0.52972936,-0.327064406,0.304559882,0.966333,0.0246667,0.00466667,0.00233333,0.000333333,0.000333333,0,0.001,0,0.000333333,0.0223333,0.128333,0.133,0.119333,0.156667,0.139,0.124,0.0916667,0.066,0.0196667,0.0463333,0.144667,0.183333,0.191,0.164333,0.126667,0.0806667,0.0423333,0.017,0.00366667,0.0393333,0.154,0.237333,0.239667,0.160333,0.0876667,0.049,0.024,0.00766667,0.001,0.001,0.0213333,0.12,0.216,0.132,0.0176667,0.137333,0.228333,0.108,0.0183333
97,Ant,-0.46221078,0.036088029,-0.500361224,-0.193438095,0.142519759,0.975,0.0176667,0.00233333,0.00166667,0.00133333,0.000333333,0.000666667,0.000666667,0,0.000333333,0.0146667,0.110667,0.143667,0.134667,0.159333,0.181667,0.13,0.059,0.047,0.0193333,0.0566667,0.168333,0.203333,0.206333,0.162667,0.104,0.0566667,0.026,0.0133333,0.00266667,0.0356667,0.139667,0.213333,0.234,0.178,0.109333,0.057,0.0226667,0.00833333,0.002,0.0296667,0.128333,0.193,0.136667,0.0183333,0.063,0.177667,0.165667,0.076,0.0116667
